#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Fusarium graminearum PH-1","Eukaryota;Fungi;Ascomycetes","PH-1; NRRL 31084","SAMN02953593","PRJNA13839","GCA_000240135.3"," Chromosome",36.458,48.3278,"chromosome 1:NC_026474.1/CM000574.1; chromosome 2:NC_026475.1/CM000575.1; chromosome 3:NC_026476.1/CM000576.1; chromosome 4:NC_026477.1/CM000577.1","AACM02",31,13313,"2003-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3"
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","","SAMEA4708257","PRJEB27137","GCA_900474225.2","Contig",44.5067,50,,"UCOD02",59,0,"2018-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/225/GCA_900474225.2_BTJP4_1_contigs",
"Ustilago maydis","Eukaryota;Fungi;Basidiomycetes","ATCC 22901","SAMN05200811","PRJNA324337","GCA_001736155.1","Contig",20.0634,53.9,,"LZNJ01",2505,0,"2016-09-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/736/155/GCA_001736155.1_ASM173615v1",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt05","SAMN04494882","PRJNA414407","GCA_002937425.1"," Chromosome",41.9532,51.9696,"chromosome 1:CM009539.1; chromosome 2:CM009540.1; chromosome 3:CM009541.1; chromosome 4:CM009542.1; chromosome 5:CM009543.1; chromosome 6:CM009544.1; chromosome 9:CM009545.1; chromosome 10:CM009546.1; chromosome 11:CM009547.1; chromosome 12:CM009548.1; chromosome 13:CM009549.1; chromosome 15:CM009550.1; chromosome 16:CM009551.1; chromosome 17:CM009552.1; chromosome 18:CM009553.1; chromosome 19:CM009554.1; chromosome 20:CM009555.1; chromosome 21:CM009556.1","PEBP01",62,0,"2018-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/937/425/GCA_002937425.1_ASM293742v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","WAC8410","SAMN09435534","PRJNA476481","GCA_003497985.1","Scaffold",40.3149,49.1,,"QVWR01",577,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/985/GCA_003497985.1_ASM349798v1",
"Pyrenophora tritici-repentis","Eukaryota;Fungi;Ascomycetes","5213","SAMN04550941","PRJNA315205","GCA_003231345.1","Scaffold",34.1838,50.7,,"MVBI01",3318,11142,"2018-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/231/345/GCA_003231345.1_Ptr5213",
"Fusarium oxysporum f. sp. vasinfectum","Eukaryota;Fungi;Ascomycetes","LA3B","SAMN12175308","PRJNA552091","GCA_009602545.1","Contig",50.4378,47.5,,"VINM01",17,0,"2019-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/545/GCA_009602545.1_ASM960254v1",
"Blumeria graminis f. sp. tritici Bgt#70","Eukaryota;Fungi;Ascomycetes","Bgt#70","SAMN02981534","PRJNA193611","GCA_000441875.1","Scaffold",76.5216,43.7,,"ASJN01",90458,0,"2013-07-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/441/875/GCA_000441875.1_Bgt_70_1",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384235","PRJNA277090","GCA_001707035.1","Contig",95.126,46.7,,"LACV01",49980,0,"2016-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/035/GCA_001707035.1_ASM170703v1",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1250","SAMEA3706514","PRJEB12080","GCA_900014965.1","Contig",28.838,56.1,,"FAXP01",131,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/014/965/GCA_900014965.1_MvCa-1250-A1-R1",
"Penicillium expansum","Eukaryota;Fungi;Ascomycetes","R19","SAMN02716838","PRJNA225688","GCA_000688875.1","Contig",31.4157,48.2,,"JHUC01",1231,0,"2014-04-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/688/875/GCA_000688875.1_Peniclillium_expansum_v1",
"Rhizoctonia solani AG-1 IB","Eukaryota;Fungi;Basidiomycetes","isolate 7/3/14","SAMEA2272128","PRJEB40","GCA_000350255.1","Contig",48.6737,48.0609,"mitochondrion MT:HF546977.1","CAOJ01",23356,12268,"2013-03-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/255/GCA_000350255.1_ASM35025v1",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 15843","SAMN06689741","PRJNA381823","GCA_002236615.2","Scaffold",30.6285,52.4,,"NBZH02",101,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/615/GCA_002236615.2_AUS4.long",
"Macrophomina phaseolina","Eukaryota;Fungi;Ascomycetes","MP00325","SAMN03956206","PRJNA291860","GCA_001307935.1","Scaffold",45.8389,51.1,,"LHTP01",3651,0,"2015-10-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/935/GCA_001307935.1_ASM130793v1",
"Clarireedia homoeocarpa","Eukaryota;Fungi;Ascomycetes","SH44","SAMN03792991","PRJNA288039","GCA_002242995.1","Scaffold",35.8872,46.1,,"LLKE01",4289,0,"2017-08-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/242/995/GCA_002242995.1_ASM224299v1",
"Clarireedia homoeocarpa","Eukaryota;Fungi;Ascomycetes","SE16F4","SAMN03792990","PRJNA288038","GCA_002242985.1","Scaffold",36.0039,46.1,,"LLKF01",4789,0,"2017-08-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/242/985/GCA_002242985.1_ASM224298v1",
"Macrophomina phaseolina","Eukaryota;Fungi;Ascomycetes","MP00003","SAMN03956191","PRJNA291855","GCA_001307925.1","Scaffold",48.3328,51.3,,"LHTM01",5380,0,"2015-10-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/307/925/GCA_001307925.1_ASM130792v1",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 10798","SAMN06689744","PRJNA381823","GCA_002236655.2","Scaffold",30.2678,53,,"NBZK02",181,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/655/GCA_002236655.2_CHI17.long",
"Rhizoctonia solani AG-3 PT","Eukaryota;Fungi;Basidiomycetes","RS-20","SAMN04577764","PRJNA316175","GCA_003268435.1","Contig",53.5404,0,,"LVWR01",30384,0,"2018-06-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/435/GCA_003268435.1_ASM326843v1",
"Penicillium expansum","Eukaryota;Fungi;Ascomycetes","CMP-1","SAMN02928571","PRJNA255744","GCA_000769755.1","Contig",31.087,48.2,,"JQFX01",1723,10663,"2014-10-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/755/GCA_000769755.1_PEX1",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1250","SAMEA3706515","PRJEB12080","GCA_900014955.1","Contig",28.9069,56,,"FAXO01",137,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/014/955/GCA_900014955.1_MvCa-1250-A2-R1",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384288","PRJNA277090","GCA_001706825.1","Contig",95.1198,46.7,,"LACW01",50069,0,"2016-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/706/825/GCA_001706825.1_ASM170682v1",
"Blumeria graminis f. sp. tritici 94202","Eukaryota;Fungi;Ascomycetes","94202","SAMN02981532","PRJNA193396","GCA_000417865.1","Scaffold",71.2844,43.3,,"ASJK01",91192,0,"2013-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/865/GCA_000417865.1_Bgt_94202_1",
"Fusarium oxysporum f. sp. vasinfectum","Eukaryota;Fungi;Ascomycetes","14-004","SAMN12175306","PRJNA552091","GCA_009602625.1","Contig",51.6866,47.4,,"VINO01",18,0,"2019-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/625/GCA_009602625.1_ASM960262v1",
"Pyrenophora tritici-repentis","Eukaryota;Fungi;Ascomycetes","239","SAMN04550940","PRJNA315205","GCA_003231365.1","Scaffold",34.4832,50.7,,"MVBH01",3309,11239,"2018-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/231/365/GCA_003231365.1_Ptr239",
"Zymoseptoria tritici STIR04 A48b","Eukaryota;Fungi;Ascomycetes","STIR04_A48b","SAMN02981317","PRJNA63029","GCA_000223625.2","Contig",31.7941,53.6,,"AEYQ01",940,0,"2011-08-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/625/GCA_000223625.2_ASM22362v2",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","GA9-1","SAMN09435528","PRJNA476481","GCA_003497845.1","Contig",36.5207,50.5,,"QVWL01",851,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/845/GCA_003497845.1_ASM349784v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","","SAMEA4708261","PRJEB27137","GCA_900474475.2","Contig",43.8596,50,,"UELZ02",44,0,"2018-06-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/475/GCA_900474475.2_CD156_contigs",
"Fusarium graminearum","Eukaryota;Fungi;Ascomycetes","NRRL28336","SAMN03958818","PRJNA291971","GCA_001717905.1","Scaffold",36.6664,48.4,,"LHUD01",303,0,"2016-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/905/GCA_001717905.1_ASM171790v1",
"Fusarium graminearum","Eukaryota;Fungi;Ascomycetes","DAOM180378","SAMN03958819","PRJNA291971","GCA_001717915.1","Scaffold",36.3503,48.3,,"LHUC01",520,0,"2016-08-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/717/915/GCA_001717915.1_ASM171791v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ81278","SAMN06050152","PRJNA354811","GCA_002368475.1","Contig",43.8466,51,,"MQOO01",54,0,"2017-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/475/GCA_002368475.1_ASM236847v1",
"Zymoseptoria tritici STIR04_A26b","Eukaryota;Fungi;Ascomycetes","STIR04_A26b","SAMN02981321","PRJNA62705","GCA_000223645.2","Contig",32.6413,53.5,,"AFIP01",1154,0,"2011-08-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/645/GCA_000223645.2_ASM22364v2",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","SnChi0140a","SAMN09435525","PRJNA476481","GCA_003497895.1","Scaffold",37.8933,49.8,,"QVWI01",992,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/895/GCA_003497895.1_ASM349789v1",
"Pyrenophora tritici-repentis","Eukaryota;Fungi;Ascomycetes","11137","SAMN04550939","PRJNA315205","GCA_003231355.1","Scaffold",33.9211,50.7,,"MVBG01",2645,11034,"2018-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/231/355/GCA_003231355.1_Ptr11137",
"Fusarium oxysporum f. sp. cubense","Eukaryota;Fungi;Ascomycetes","TR4","SAMN12340809","PRJNA556111","GCA_007994515.1","Contig",48.5884,47.5,,"VMNF01",15,17022,"2019-08-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/994/515/GCA_007994515.1_ASM799451v1",
"Blumeria graminis f. sp. tritici JIW2","Eukaryota;Fungi;Ascomycetes","JIW2","SAMN02981533","PRJNA193393","GCA_000417025.1","Scaffold",65.2373,42.9,,"ASJL01",84806,0,"2013-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/417/025/GCA_000417025.1_ASM41702v1",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384292","PRJNA277090","GCA_001706815.1","Contig",95.0771,46.7,,"LADA01",50080,0,"2016-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/706/815/GCA_001706815.1_ASM170681v1",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","Mv_1441","SAMN12871694","PRJNA574009","GCA_009602455.1","Contig",28.1663,56,,"WAJU01",49,0,"2019-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/455/GCA_009602455.1_MvCa-Vir-1441-A1-R1",
"Penicillium expansum NRRL 62431","Eukaryota;Fungi;Ascomycetes","NRRL 62431","SAMN01091924","PRJNA170336","GCA_000584915.1","Contig",31.5475,48.5,,"ALJY01",4775,0,"2014-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/584/915/GCA_000584915.1_PenAur1.0",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 11305","SAMN06689755","PRJNA381823","GCA_002236515.2","Scaffold",30.3195,52.6,,"NBZS02",69,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/515/GCA_002236515.2_SAF4.long",
"Macrophomina phaseolina","Eukaryota;Fungi;Ascomycetes","MRf1","SAMN03274156","PRJNA271369","GCA_001051165.1","Contig",98.6958,54.7,,"LFIX01",3061,0,"2015-07-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/051/165/GCA_001051165.1_MRF1",
"Clarireedia homoeocarpa","Eukaryota;Fungi;Ascomycetes","DRR9","SAMN03792987","PRJNA288033","GCA_002242835.1","Scaffold",48.7196,45.9,,"LLKI01",15135,0,"2017-08-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/242/835/GCA_002242835.1_ASM224283v1",
"Clarireedia homoeocarpa LT30","Eukaryota;Fungi;Ascomycetes","LT30","SAMN02981424","PRJNA167556","GCA_000280825.1","Contig",29.7255,44.6,,"AKKO01",31623,0,"2012-07-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/280/825/GCA_000280825.1_SHomoeocarpa1.0",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 10211","SAMN06689748","PRJNA381823","GCA_002236575.2","Scaffold",30.1965,53,,"NBZO02",55,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/575/GCA_002236575.2_ECU13.long",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1118","SAMEA3706517","PRJEB12080","GCA_900015415.1","Contig",25.4106,56.3,,"FBRN01",147,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/015/415/GCA_900015415.1_MvKn-1118-A2-R1",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384290","PRJNA277090","GCA_001707045.1","Contig",95.0881,46.7,,"LACY01",50038,0,"2016-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/045/GCA_001707045.1_ASM170704v1",
"Blumeria graminis f. sp. hordei DH14","Eukaryota;Fungi;Ascomycetes","","SAMEA104393677","PRJEB23502","GCA_900239735.1","Scaffold",124.489,43.5,,"OENG01",318,0,"2018-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/239/735/GCA_900239735.1_BGH_DH14_v4",
"Fusarium oxysporum f. sp. melonis 26406","Eukaryota;Fungi;Ascomycetes","26406","SAMN02981378","PRJNA389439","GCA_002318975.1","Contig",60.704,47.7,,"NJCY01",96,0,"2017-09-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/318/975/GCA_002318975.1_ASM231897v1",
"Pyrenophora tritici-repentis","Eukaryota;Fungi;Ascomycetes","DW5","SAMN04550943","PRJNA315205","GCA_003231415.1","Scaffold",33.4137,50.7,,"MUXC01",3964,10880,"2018-06-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/231/415/GCA_003231415.1_ptrDW5",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","MD4-1","SAMN09435529","PRJNA476481","GCA_003498025.1","Contig",36.5238,50.5,,"QVWM01",925,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/498/025/GCA_003498025.1_ASM349802v1",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt153","SAMN04494887","PRJNA312067","GCA_003611115.1","Scaffold",36.8452,52.3,,"LSUE01",1462,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/115/GCA_003611115.1_ASM361111v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","","SAMEA4708264","PRJEB27137","GCA_900474435.2","Contig",44.2343,50,,"UCOF02",57,0,"2018-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/435/GCA_900474435.2_BTGP6F_contigs",
"Fusarium graminearum","Eukaryota;Fungi;Ascomycetes","241165","SAMN03329222","PRJNA274567","GCA_000966645.1","Scaffold",36.5671,48.3,,"LAKA01",486,0,"2015-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/645/GCA_000966645.1_Fus_gra_241165_v1",
"Fusarium graminearum","Eukaryota;Fungi;Ascomycetes","233423","SAMN03329223","PRJNA274567","GCA_000966635.1","Scaffold",36.4903,48.4,,"LAJZ01",869,0,"2015-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/635/GCA_000966635.1_Fus_gra_233423_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GUY11","SAMN06050153","PRJNA354811","GCA_002368485.1","Contig",42.8697,51.2,,"MQOP01",56,0,"2017-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/485/GCA_002368485.1_ASM236848v1",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt155","SAMN04494889","PRJNA312067","GCA_003611125.1","Scaffold",36.9113,52.3,,"LSUG01",1407,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/125/GCA_003611125.1_ASM361112v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","Sn99CH 1A7a","SAMN09435524","PRJNA476481","GCA_003497905.1","Scaffold",37.9029,49.8,,"QVWH01",1125,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/905/GCA_003497905.1_ASM349790v1",
"Fusarium oxysporum f. sp. vasinfectum","Eukaryota;Fungi;Ascomycetes","TF1","SAMN12175309","PRJNA552091","GCA_009602505.1","Contig",50.0435,47.4,,"VINL01",17,0,"2019-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/505/GCA_009602505.1_ASM960250v1",
"Blumeria graminis f. sp. hordei K1","Eukaryota;Fungi;Ascomycetes","K1","SAMEA5188166","PRJEB30373","GCA_900638725.1","Contig",126.559,43.7,,"CAAAHF01",2238,0,"2019-02-21T01:53:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/638/725/GCA_900638725.1_BGH_K1_v2",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384296","PRJNA277090","GCA_001707295.1","Contig",93.6657,46.7,,"LADE01",49962,0,"2016-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/295/GCA_001707295.1_ASM170729v1",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1249","SAMEA3706522","PRJEB12080","GCA_900015425.1","Contig",31.7805,55,,"FBRT01",166,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/015/425/GCA_900015425.1_MvSn-1249-A1-R1",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 13121","SAMN06689740","PRJNA381823","GCA_002236675.2","Scaffold",36.2994,51.6,,"NBZG02",6495,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/675/GCA_002236675.2_ALP3.long",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 14822","SAMN06689757","PRJNA381823","GCA_002236475.2","Scaffold",30.6773,52.2,,"NBZU02",203,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/475/GCA_002236475.2_USA12.long",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1118","SAMEA3706516","PRJEB12080","GCA_900008855.1","Contig",24.5329,56.4,,"FBRE01",123,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/008/855/GCA_900008855.1_MvKn-1118-A1-R1",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384294","PRJNA277090","GCA_001707655.1","Contig",94.1528,46.7,,"LADC01",49952,0,"2016-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/655/GCA_001707655.1_ASM170765v1",
"Fusarium oxysporum f. sp. vasinfectum","Eukaryota;Fungi;Ascomycetes","89-1A","SAMN12175305","PRJNA552091","GCA_009602635.1","Contig",63.3239,47.7,,"VINP01",94,0,"2019-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/635/GCA_009602635.1_ASM960263v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","SNOV92X D1.3","SAMN09435532","PRJNA476481","GCA_003502635.1","Contig",36.6208,50.4,,"QVWP01",939,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/502/635/GCA_003502635.1_ASM350263v1",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt150","SAMN04494885","PRJNA312067","GCA_003611055.1","Scaffold",38.4303,52.1,,"LSUC01",1274,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/055/GCA_003611055.1_ASM361105v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","","SAMEA4708263","PRJEB27137","GCA_900474635.2","Contig",44.4061,50,,"UCOG02",74,0,"2018-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/635/GCA_900474635.2_BTGP1b_contigs",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","","SAMEA4708259","PRJEB27137","GCA_900474175.2","Contig",45.6736,50.7,,"UCNY02",84,0,"2018-06-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/474/175/GCA_900474175.2_US71_contigs",
"Zymoseptoria tritici","Eukaryota;Fungi;Ascomycetes","Zt148","SAMN04494884","PRJNA312067","GCA_003611175.1","Scaffold",36.9978,52.2,,"LSUB01",1356,0,"2018-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/611/175/GCA_003611175.1_ASM361117v1",
"Parastagonospora nodorum","Eukaryota;Fungi;Ascomycetes","AR1-1","SAMN09435527","PRJNA476481","GCA_003497885.1","Contig",36.6063,50.5,,"QVWK01",1060,0,"2018-09-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/497/885/GCA_003497885.1_ASM349788v1",
"Fusarium oxysporum f. sp. vasinfectum","Eukaryota;Fungi;Ascomycetes","LA1E","SAMN12175307","PRJNA552091","GCA_009602615.1","Contig",53.5323,47.4,,"VINN01",26,0,"2019-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/602/615/GCA_009602615.1_ASM960261v1",
"Puccinia triticina Race 77","Eukaryota;Fungi;Basidiomycetes","Race 77","SAMN03384295","PRJNA277090","GCA_001707075.1","Contig",93.7177,46.7,,"LADD01",50107,0,"2016-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/707/075/GCA_001707075.1_ASM170707v1",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1252","SAMEA3706526","PRJEB12080","GCA_900015495.1","Contig",40.8922,55.4,,"FBRY01",225,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/015/495/GCA_900015495.1_MvSp-1252-A1-R1",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 37193","SAMN06689745","PRJNA381823","GCA_002236645.2","Scaffold",32.1902,51.9,,"NBZL02",372,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/645/GCA_002236645.2_COLN.long",
"Dothistroma septosporum","Eukaryota;Fungi;Ascomycetes","CMW 37194","SAMN06689746","PRJNA381823","GCA_002236545.2","Scaffold",32.4055,51.7,,"NBZM02",444,0,"2017-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/236/545/GCA_002236545.2_COLS.long",
"Microbotryum violaceum","Eukaryota;Fungi;Basidiomycetes","1247","SAMEA3706519","PRJEB12080","GCA_900015435.1","Contig",35.1356,55.9,,"FBRO01",162,0,"2016-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/015/435/GCA_900015435.1_MvLf-1247-A2-R1",
"Puccinia triticina Race 106","Eukaryota;Fungi;Basidiomycetes","Race 106","SAMN02444502","PRJNA231548","GCA_001706785.1","Contig",105.068,0,,"AZRP01",55512,0,"2016-08-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/706/785/GCA_001706785.1_PuccTri106_1.0",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","V64-1","SAMEA4440882","PRJEB14872","GCA_900096695.1","Scaffold",49.0856,47.1,,"FMJY01",49,16976,"2017-10-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/096/695/GCA_900096695.1_version_1",
